Flare_ID,Date,Time (UT),flare_class,EO_tstart,EO_tpeak,EO_tend,EO_xcen,EO_ycen
20230627222600,2023-06-27,22:26:00,?,2023-06-27 22:25:51,2023-06-27 22:26:43,2023-06-27 22:29:41,,
20230629141000,2023-06-29,14:10:00,M3.8,2023-06-29 14:08:01,2023-06-29 14:11:55,2023-06-29 14:25:30,,
20230629163600,2023-06-29,16:36:00,?,2023-06-29 16:35:37,2023-06-29 16:36:09,2023-06-29 16:37:59,,
20230629220000,2023-06-29,22:00:00,C3.0,2023-06-29 21:57:58,2023-06-29 22:02:58,2023-06-29 22:16:38,,
20230630185600,2023-06-30,18:56:00,C3.7,2023-06-30 18:55:35,2023-06-30 18:58:30,2023-06-30 19:01:40,,
20230704191800,2023-07-04,19:18:00,C8.0,2023-07-04 19:16:25,2023-07-04 19:18:18,2023-07-04 19:20:34,,
20230711142700,2023-07-11,14:27:00,M2.0,2023-07-11 14:25:50,2023-07-11 14:28:37,2023-07-11 14:31:05,,
20230711180000,2023-07-11,18:00:00,M6.8,2023-07-11 17:55:54,2023-07-11 18:05:21,2023-07-11 18:10:21,,
20230711221200,2023-07-11,22:12:00,?,2023-07-11 22:11:27,2023-07-11 22:13:52,2023-07-11 22:17:58,,
20230716174000,2023-07-16,17:40:00,M4.0,2023-07-16 17:38:22,2023-07-16 17:40:05,2023-07-16 17:45:51,,
20230717224500,2023-07-17,22:45:00,M2.7,2023-07-17 22:07:56,2023-07-17 22:47:24,2023-07-17 22:57:19,,
20230717233600,2023-07-17,23:36:00,M2.7,2023-07-17 23:30:45,2023-07-17 23:36:35,2023-07-18 00:08:44,,
20230718192500,2023-07-18,19:25:00,C6.0,2023-07-18 19:22:32,2023-07-18 20:03:11,2023-07-18 20:09:44,,
20230719171500,2023-07-19,17:15:00,M3.8,2023-07-19 17:13:56,2023-07-19 17:15:05,2023-07-19 17:20:52,,
20230720195300,2023-07-20,19:53:00,C9.7,2023-07-20 19:46:17,2023-07-20 19:46:36,2023-07-20 19:50:47,,
20230723145500,2023-07-23,14:55:00,C7.4,2023-07-23 14:15:35,2023-07-23 14:39:36,2023-07-23 15:05:46,,
20230725234300,2023-07-25,23:43:00,C5.5,2023-07-25 23:42:54,2023-07-25 23:43:54,2023-07-25 23:45:24,,
20230726155700,2023-07-26,15:57:00,M2.0,2023-07-26 15:55:32,2023-07-26 15:56:34,2023-07-26 16:18:48,,
20230728145000,2023-07-28,14:50:00,C7.8,2023-07-28 14:49:05,2023-07-28 14:50:07,2023-07-28 14:52:06,,
20230728205100,2023-07-28,20:51:00,C5.9,2023-07-28 20:50:21,2023-07-28 20:51:26,2023-07-28 20:53:25,,
20230729162000,2023-07-29,16:20:00,M1.4,2023-07-29 16:16:07,2023-07-29 16:19:57,2023-07-29 16:39:47,,
20230730221900,2023-07-30,22:19:00,?,2023-07-30 22:13:08,2023-07-30 22:18:41,2023-07-30 22:20:57,,
20230731224600,2023-07-31,22:46:00,?,2023-07-31 22:38:28,2023-07-31 22:46:18,2023-07-31 22:51:01,,
20230802002100,2023-08-02,00:21:00,C7.8,2023-08-02 00:20:40,2023-08-02 00:21:12,2023-08-02 00:25:10,,
20230802145100,2023-08-02,14:51:00,M1.7,2023-08-02 14:50:57,2023-08-02 14:51:15,2023-08-02 14:52:37,,
20230802162000,2023-08-02,16:20:00,M1.3,2023-08-02 16:19:57,2023-08-02 16:21:28,2023-08-02 16:23:52,,
20230802191100,2023-08-02,19:11:00,M1.1,2023-08-02 19:09:43,2023-08-02 19:11:41,2023-08-02 19:21:38,,
20230805220500,2023-08-05,22:05:00,X1.6,2023-08-05 21:47:18,2023-08-05 22:06:16,2023-08-05 22:38:32,,
20230806183500,2023-08-06,18:35:00,M5.5,2023-08-06 18:25:58,2023-08-06 18:36:30,2023-08-06 18:51:51,,
20230807205800,2023-08-07,20:58:00,X1.5,2023-08-07 20:34:39,2023-08-07 20:58:25,2023-08-07 21:12:57,,
20230814204200,2023-08-14,20:42:00,C8.9,2023-08-14 20:43:41,2023-08-14 20:46:29,2023-08-14 20:48:29,,
20230815215600,2023-08-15,21:56:00,C2.3,2023-08-15 21:56:13,2023-08-15 21:56:40,2023-08-15 21:58:16,,
20230818192000,2023-08-18,19:20:00,C3.7,2023-08-18 19:20:39,2023-08-18 19:24:51,2023-08-18 19:30:19,,
20230818212000,2023-08-18,21:20:00,C3.0,2023-08-18 21:17:38,2023-08-18 21:22:27,2023-08-18 21:26:50,,
20230824155200,2023-08-24,15:52:00,C1.0,2023-08-24 15:52:10,2023-08-24 15:52:42,2023-08-24 15:54:58,,
20230825010400,2023-08-25,01:04:00,M1.4,2023-08-24 15:52:10,2023-08-24 15:52:42,2023-08-24 15:54:58,,
20230826214800,2023-08-26,21:48:00,C2.6,2023-08-26 21:48:14,2023-08-26 21:48:36,2023-08-26 21:50:16,,
20230830171500,2023-08-30,17:15:00,C1.5,2023-08-30 17:14:36,2023-08-30 17:14:47,2023-08-30 17:15:05,,
20230903001800,2023-09-03,00:18:00,M1.1,2023-09-03 00:17:02,2023-09-03 00:17:57,2023-09-03 00:23:03,,
